Column1,Column2,Column3
PI ,Common Name (from GRIN),
PI675753A,(184)_T vàng thu_n châu ,
PI675753,(184)_T vàng thu_n châu ,
PI675754A,(186)hoa tr_ng,
PI675755,(187)hoa tím,
PI675756A,(188)_T _i_n biên h_t to,
PI675756,(188)_T _i_n biên h_t to,
PI675757,(189)_T _i_n biên h_t nh_,
PI675689,(19)__u t__ng __a ph__ng,
PI675758,(196)_t __a Ph__ng,
PI399088,(2)       Cholla Pukdo,
PI399071,(2)       Chungchong Namdo,
PI399065,(2)       Chungchong Pukdo,
PI399053,(2)       Kangwon,
PI399047,(2)       Kyongi,
PI399107,(2)       Kyongsang Pukdo,
PI399113,(2)       Kyongsang Pukdo,
PI675690A,(23)__u t__ng h_t xanh,
PI675690,(23)__u t__ng h_t xanh,
PI438334B,(250-207C),
PI675691,(27)__u t__ng __a ph__ng,
PI675692,(28)__u t__ng __a ph__ng,
PI399089,(3)       Cholla Pukdo,
PI399048,(3)       Kyongi,
PI399108,(3)       Kyongsang Pukdo,
PI399114,(3)       Kyongsang Pukdo,
PI675693,(30)__u t__ng __a ph__ng,
PI675694,(31)__u t__ng __a ph__ng,
PI675695A,(32)__u t__ng __a ph__ng,
PI675695,(32)__u t__ng __a ph__ng,
PI675696,(33)__u t__ng __a ph__ng,
PI675697A,(34)__u t__ng __a ph__ng,
PI675697,(34)__u t__ng __a ph__ng,
PI675698,(36)__u t__ng __a ph__ng,
PI675699,(37)__u t__ng __a ph__ng,
PI675700,(38)__u t__ng __a ph__ng,
PI675701,(39)__u t__ng __a ph__ng,
PI306702B,(3H/1),
PI306702C,(3H/1),
PI399090,(4)       Cholla Pukdo,
PI399067,(4)       Chungchong Pukdo,
PI399055,(4)       Kangwon,
PI399049,(4)       Kyongi,
PI399109,(4)       Kyongsang Pukdo,
PI399115,(4)       Kyongsang Pukdo,
PI675702,(40)__u t__ng __a ph__ng,
PI675703,(41)__u t__ng __a ph__ng,
PI675704,(43)__u t__ng __a ph__ng,
PI675705,(46)__u t__ng __a ph__ng,
PI675930,(47)__u t__ng lù t_u f1,
PI675931,(48)__u t__ng UR36,
PI399056,(5)       Kangwon,
PI399050,(5)       Kyongi,
PI399110,(5)       Kyongsang Pukdo,
PI399116,(5)       Kyongsang Pukdo,
PI675932,(52)__u t__ng Suzuyutaka,
PI675933,(54)__u t__ng KLS733-1,
PI675934,(55)__u t__ng Kyomidori,
PI675935,(56)__u t__ng Lee,
PI399075,(6)       Chungchong Namdo,
PI399057,(6)       Kangwon,
PI399111,(6)       Kyongsang Pukdo,
PI399117,(6)       Kyongsang Pukdo,
PI675711,(66)__u t__ng nâu t_a chùa,
PI675712,(67)__u t__ng vàng MK,
PI675713,(68)__u t__ng VN 01,
PI675714,(69)__u t__ng Simacai,
PI399076,(7)       Chungchong Namdo,
PI399058,(7)       Kangwon,
PI399118,(7)       Kyongsang Pukdo,
PI603615B,(70-2),
PI675715,(70)__u t__ng _oàn k_t,
PI675716,(71)__u t__ng CBT9,
PI675717,(72)__u t__ng cúc tuy_n XVN4,
PI603702B,(73-2),
PI675718,(73)__u t__ng c_c chùm,
PI675719,(74)__u t__ng CBT8,
PI675720,(76)__u t__ng cúc tuy_n,
PI675721,(77)__u t__ng khánh hòa,
PI675722,(78)__u t__ng trà l_nh,
PI675723,(79)_t vàng cao b_ng 2,
PI306704B,(7H/101),
PI399059,(8)       Kangwon,
PI675724,(80)__u t__ng tr_n phú,
PI578323B,(8055a),
PI464936B,(81-200004),
PI464937B,(81-200014),
PI464939B,(81-200027),
PI675725,(81)__u t__ng DT rau,
PI675726,(82)__u t__ng QCO2,
PI603614B,(83-19),
PI675727,(84)__u t__ng QCO1,
PI594399C,(85-23-9),
PI603661B,(85-Y-3),
PI675728,(85)_t vàng cao b_ng,
PI594409B,(86-8-39),
PI675729,(86)__u t__ng DH4,
PI603742B,(8601 Wei -1),
PI603742C,(8601 Wei -1),
PI603742D,(8601 Wei -1),
PI594398B,(87-32),
PI594397B,(87-74),
PI594401B,(88-35),
PI594401C,(88-35),
PI594401D,(88-35),
PI594401E,(88-35),
PI675730,(89)__u t__ng CB3,
PI399095,(9)       Cholla Pukdo,
PI399078,(9)       Chungchong Namdo,
PI399060,(9)       Kangwon,
PI399120,(9)       Kyongsang Pukdo,
PI675731,(90)__u t__ng X93,
PI675936,(91)__u t__ng xuân t_o,
PI603750B,(92-526),
PI417536B,(A445),
PI417537B,(A456),
PI578375B,(Aan tu dang di hei dou),
PI404160B,(Adreula 6),
PI347539B,(Adreula),
PI561287B,(AGS 290),
PI587684B,(Ai jiao huang),
PI567514B,(Ai jie li huang dou),
PI464875B,(Aidadou),
PI632640B,(AK 01),
PI632640C,(AK 01),
PI605804B,(AK 03),
PI416769B,(Akasaya chuusei),
PI416769C,(Akasaya chuusei),
PI91725-4,(Akazu),
PI91725-3,(Akazu),
PI91725-2,(Akazu),
PI81044-2,(Akita Daizu),
PI567213B,(Al'tair),
PI567213C,(Al'tair),
PI567213D,(Al'tair),
PI437078B,(Amurscaja 259),
PI437079B,(Amurscaja 261),
PI437081B,(Amurscaja 293),
PI297498B,(Amurszkaja 154),
PI437135B,(Amurzejscaja),
PI603339B,(An gua dou),
PI603530B,(An hui dou),
PI603530C,(An hui dou),
PI587830B,(An lu dong hua huang dou),
PI587846B,(An lu hong huang dou No. 2),
PI587742B,(An lu hong huang dou),
PI587742C,(An lu hong huang dou),
PI437814B,(An'da),
FC33243-2,(Anderson),
FC33243-1,(Anderson),
FC31572-3,(Anwei),
PI506550B,(Ao chouhin 16 (Shiro Bana)),
PI506575B,(Araku mame (YW)),
PI639630B,(ARMAVIRSKAYA 2),
PI506581B,(Asahi 60),
PI506581C,(Asahi 60),
PI80828-2,(Asahi rokojugo),
PI423901-2,(Asahi),
PI506585B,(Aso 1 (Kyuu)),
PI567272B,(AV 215),
PI538401B,(AV 62),
PI538402B,(AV 68),
PI417544B,(B44),
PI594463B,(Ba jiao qi yue huang),
PI675973B,(bà R_n 3 l_y t_ _ak Lak),
PI675973C,(bà R_n 3 l_y t_ _ak Lak),
PI675973D,(bà R_n 3 l_y t_ _ak Lak),
PI675973E,(bà R_n 3 l_y t_ _ak Lak),
PI603548B,(Ba wang bian),
PI603554B,(Ba wang bian),
PI561296B,(Ba yan shui li shan),
PI561296C,(Ba yan shui li shan),
PI587674B,(Ba yue bai),
PI594552B,(Ba yue bao tian dou),
PI587814B,(Ba yue dou),
PI587814C,(Ba yue dou),
PI587814D,(Ba yue dou),
PI587814E,(Ba yue dou),
PI587814F,(Ba yue dou),
PI587814G,(Ba yue dou),
PI587997B,(Ba yue huang),
PI594549B,(Ba yue huang),
PI594568B,(Ba yue huang),
PI594614B,(Ba yue huang),
PI594549C,(Ba yue huang),
PI594568C,(Ba yue huang),
PI594427B,(Ba yue mang),
PI594427C,(Ba yue mang),
PI594730B,(Ba yue qing),
PI567375B,(Ba yue zha),
PI567376B,(Ba yue zha),
PI567377B,(Ba yue zha),
PI567516B,(Ba yue zha),
PI567375C,(Ba yue zha),
PI567516C,(Ba yue zha),
PI567375D,(Ba yue zha),
PI567273B,(Back Tac),
PI483082B,(Baekchun),
PI339865B,(Baemking),
PI603576B,(Bai da dou),
PI567415B,(Bai da huang dou),
PI603569B,(Bai dou),
PI567379B,(Bai gun dou),
PI567417B,(Bai gun dou),
PI567288B,(Bai gun dou),
PI567289B,(Bai gun dou),
PI567379C,(Bai gun dou),
PI567417C,(Bai gun dou),
PI567418B,(Bai hei dou),
PI567419B,(Bai hei dou),
PI567424B,(Bai hei dou),
PI567418C,(Bai hei dou),
PI603732B,(Bai hua dou),
PI567425B,(Bai hua huang dou),
PI561299B,(Bai hua yao),
PI567520B,(Bai hua zao),
PI567290B,(Bai huang dou),
PI587968B,(Bai jiao dou),
PI587968C,(Bai jiao dou),
PI588021B,(Bai jie luo),
PI567381B,(Bai ke huang),
PI561300B,(Bai ke qing),
PI587988B,(Bai mao dou),
PI588015B,(Bai mao dou),
PI594809B,(Bai mao dou),
PI588015D,(Bai mao dou),
PI587915B,(Bai mao jian),
PI587915C,(Bai mao jian),
PI587915D,(Bai mao jian),
PI561302B,(Bai mao shuang),
PI561302C,(Bai mao shuang),
PI561302D,(Bai mao shuang),
PI588008B,(Bai mao zi),
PI588008C,(Bai mao zi),
PI588008D,(Bai mao zi),
PI567522B,(Bai mi lan),
PI603412B,(Bai mo shi dou),
PI561304B,(Bai nong No. 1),
PI567429B,(Bai pi huang dou),
PI567429C,(Bai pi huang dou),
PI567429D,(Bai pi huang dou),
PI567429E,(Bai pi huang dou),
PI578380B,(Bai qi),
PI587984B,(Bai shui dou),
PI567610B,(Bai wu ke dou),
PI467308B,(Bai-hua-kuan),
PI467311B,(Bai-nong No. 1),
PI467311C,(Bai-nong No. 1),
PI467311D,(Bai-nong No. 1),
PI467311E,(Bai-nong No. 1),
PI339864B,(Banchongdoo),
PI567480B,(Bang zi shu),
PI506590B,(Bansei ao daizu),
PI506590C,(Bansei ao daizu),
PI506590D,(Bansei ao daizu),
PI506590E,(Bansei ao daizu),
PI81031-2,(Banseiosayada Mame),
PI594455B,(Bao ji mu dou),
PI594586B,(Bao jing niu mao huang (jia)),
PI594586C,(Bao jing niu mao huang (jia)),
PI587985B,(Bao mao dou No. 2),
PI587595B,(Bao ying deng xi feng ding),
PI587595C,(Bao ying deng xi feng ding),
PI612706B,(Bayan 32),
PI449456B,(Bei 77-6177),
PI612707B,(Bei 8709),
PI578388B,(Bei man 217),
PI495017B,(Beijing da qing don),
PI495017C,(Beijing da qing don),
PI437189B,(Bel'tscaja 636),
PI437526B,(Belotsercovscaja 59),
PI603424B,(Ben di huang dou),
PI603424C,(Ben di huang dou),
PI603424D,(Ben di huang dou),
PI567482B,(Ben di huang),
PI567482C,(Ben di huang),
PI603426B,(Ben di yuan huang dou),
PI603426C,(Ben di yuan huang dou),
PI603426D,(Ben di yuan huang dou),
PI603426E,(Ben di yuan huang dou),
PI603426F,(Ben di yuan huang dou),
PI603426G,(Ben di yuan huang dou),
PI587821B,(Ben di zao huang dou),
PI378656B,(Besarabka 4731),
PI594512B,(Bian zi jiang se dou),
PI594512C,(Bian zi jiang se dou),
PI594512D,(Bian zi jiang se dou),
PI594608B,(Bie huang dou),
PI240662B,(Bilofield),
PI459025B,(Bing nan),
PI459025C,(Bing nan),
PI459025D,(Bing nan),
PI459025E,(Bing nan),
PI459025F,(Bing nan),
PI90499-2,(Black and white),
PI90499-1,(Black and white),
PI60269-2,(Black bean),
PI324187B,(Black Manchurian),
PI445827B,(Boaba neagra),
PI438348B,(Bolgarscaja 397),
PI506595B,(Bon mame),
PI290123B,(Braungelbe Austria),
PI632636B,(BS 38),
PI416819B,(Bunsei),
PI423708B,(Bydgoska 071),
PI603909B,(Byol),
PI603909C,(Byol),
PI578392B,(Cai zhong pu),
PI479718B,(Caizhongpu),
PI372403B,(Caloria),
PI372403C,(Caloria),
PI606369B,(Cao bang 2),
PI578437B,(Cao qua dia hoa tim),
PI159923B,(Casa Grande),
PI603429B,(Cha dou),
PI603429C,(Cha dou),
PI603429D,(Cha dou),
PI416825B,(Cha sengoku 81),
PI416826B,(Cha sengoku 81),
PI416825C,(Cha sengoku 81),
PI567299B,(Chang man you huang dou),
PI567296B,(Chang yan wo da dou),
PI567296C,(Chang yan wo da dou),
PI567614B,(Chang yuan xiao tian e dan),
PI567614C,(Chang yuan xiao tian e dan),
PI567614D,(Chang yuan xiao tian e dan),
PI437818B,(Charbin 273/K),
PI437573B,(Che-ti),
PI532460B,(Chen liu niu mao dou),
PI587998B,(Cheng guan ba yue huang),
PI587998C,(Cheng guan ba yue huang),
PI587998D,(Cheng guan ba yue huang),
PI587998E,(Cheng guan ba yue huang),
PI587998F,(Cheng guan ba yue huang),
PI587998G,(Cheng guan ba yue huang),
PI587998H,(Cheng guan ba yue huang),
PI438350B,(Chernaja VU 5834),
PI603433B,(Chi 382),
PI588007B,(Chi bai mao),
PI248509B,(Chinese),
PI438489B,(Chiquita),
PI89154-2,(Chirumukon),
PI89154S,(Chirumukon),
PI675961B,(Ch_ Trùng Khánh 2 h_t to h_n),
PI587709B,(Chong ming shi yue huang),
PI84908-2,(Chotan Shirome),
PI407706B,(Chou yao tao),
PI594555B,(Chou yi wo),
PI632945B,(Chu se),
PI594852B,(Chun duo luo zi se dou),
PI594852C,(Chun duo luo zi se dou),
FC19976-2,(Chusei O Saya Eda Mame),
FC19976-1,(Chusei O Saya Eda Mame),
PI81029N,(Chuseikurome Daizu),
PI603910B,(Cin),
PI603910C,(Cin),
PI603910D,(Cin),
PI438435B,(CNS 657),
PI476352B,(Colnon),
PI476352C,(Colnon),
PI437586B,(Crest'janscij A),
PI437586C,(Crest'janscij A),
PI361059B,(Crusulea 9/3),
PI437246B,(CSchi 1087),
PI437246C,(CSchi 1087),
PI437200B,(CSchi 2),
PI437205B,(CSchi 31),
PI437211B,(CSchi 44),
PI437223B,(CSchi 672),
PI437153B,(Cubanscaja 33),
PI437156B,(Cubanscaja 396),
PI437156C,(Cubanscaja 396),
PI606380B,(Cuc hai duong),
PI605745B,(Cuc luc ngan),
PI605745C,(Cuc luc ngan),
PI606382B,(Cuc mat den),
PI437174B,(Cujbysevscaja 70),
PI437533B,(Cvitea),
PI404192B,(Czao dun 50),
PI404192C,(Czao dun 50),
PI438446B,(Czarna SWHN),
PI297507B,(Czy chua No. 1),
PI437834B,(D-2390),
PI475829B,(Da Ba Dou (Big White)),
PI567382B,(Da bai dou),
PI588024B,(Da bai dou),
PI587986B,(Da bai dou),
PI594471B,(Da bai dou),
PI594835B,(Da bai dou),
PI567382C,(Da bai dou),
PI594471C,(Da bai dou),
PI594471D,(Da bai dou),
PI594471E,(Da bai dou),
PI603731B,(Da bai jiao),
PI588005B,(Da bai mao),
PI588014B,(Da bai mao),
PI588014C,(Da bai mao),
PI588005C,(Da bai mao),
PI588014D,(Da bai mao),
PI567486B,(Da bai qi),
PI588032B,(Da bai shui dou No. 1),
PI588032C,(Da bai shui dou No. 1),
PI588032D,(Da bai shui dou No. 1),
PI594461B,(Da bai shui dou),
PI567300B,(Da hei dou),
PI603430B,(Da hei qi),
PI603438B,(Da hei qi),
PI603438C,(Da hei qi),
PI603438D,(Da hei qi),
PI603438E,(Da hei qi),
PI603567B,(Da huang dou <1>),
PI587970B,(Da huang dou),
PI594454B,(Da huang dou),
PI588027B,(Da huang ke),
PI588027C,(Da huang ke),
PI588027D,(Da huang ke),
PI594802B,(Da huang zao dou),
PI594802C,(Da huang zao dou),
PI594802D,(Da huang zao dou),
PI603324B,(Da jin huang),
PI587987B,(Da li dong dou),
PI587987C,(Da li dong dou),
PI603428B,(Da li hei dou),
PI603445B,(Da li hei dou),
PI603428C,(Da li hei dou),
PI603428D,(Da li hei dou),
PI587682B,(Da li huang No. 1),
PI587682C,(Da li huang No. 1),
PI588050B,(Da li huang),
PI603419B,(Da li qing),
PI603419C,(Da li qing),
PI603534B,(Da niu mao huang),
PI587700B,(Da qing dou),
PI587916B,(Da qing dou),
PI587916C,(Da qing dou),
PI587700C,(Da qing dou),
PI587916D,(Da qing dou),
PI567528B,(Da si li),
PI578446B,(Da trang bo vang),
PI578444B,(Da trau bong tim),
PI567432B,(Da yang bai dou),
PI567432C,(Da yang bai dou),
PI603599B,(Da ye huang),
PI594863B,(Da zong pi dou),
PI437593B,(Da-tszin'-huan),
PI83945-4,(Dairyu Tsurunoko),
PI83945-3,(Dairyu Tsurunoko),
PI86138R,(Daizu Honbetsu),
PI675959B,(_àm Th_ Khái L_ng Rì),
PI675959C,(_àm Th_ Khái L_ng Rì),
PI567617B,(Dan cheng shui niu pi),
PI567617C,(Dan cheng shui niu pi),
PI464914B,(Dan Dou 3),
PI587560B,(Dan tu ba yue bai jia),
PI587560C,(Dan tu ba yue bai jia),
PI587559B,(Dan tu he shang tou jia),
PI532455B,(Dan yang bai hua dou),
PI587565B,(Dan yang da zi xi dou jia),
PI587565C,(Dan yang da zi xi dou jia),
PI587634B,(Dan yang hei xiang dou),
PI587634C,(Dan yang hei xiang dou),
PI587563B,(Dan yang huang xiang dou yi),
PI587563C,(Dan yang huang xiang dou yi),
PI587563D,(Dan yang huang xiang dou yi),
PI587564B,(Dan yang san san er),
PI587564C,(Dan yang san san er),
PI603698B,(Dan yang shui bai dou),
PI603698C,(Dan yang shui bai dou),
PI603698D,(Dan yang shui bai dou),
PI603698E,(Dan yang shui bai dou),
PI603698F,(Dan yang shui bai dou),
PI603698G,(Dan yang shui bai dou),
PI603698H,(Dan yang shui bai dou),
PI603698I,(Dan yang shui bai dou),
PI603698J,(Dan yang shui bai dou),
PI80834-2,(Daruma niju),
PI605882B,(Dau bon thang),
PI632943B,(Dau nanh),
PI605841B,(Dau si man),
PI675683B,(__u t__ng 4966),
PI675676B,(__u t__ng 4969),
PI675813B,(__u t__ng _i_ ph__ng),
PI675814B,(__u t__ng _i_ ph__ng),
PI675822B,(__u t__ng _i_ ph__ng),
PI675824B,(__u t__ng _i_ ph__ng),
PI675835B,(__u t__ng _i_ ph__ng),
PI675836B,(__u t__ng _i_ ph__ng),
PI675815B,(__u t__ng _i_ ph__ng),
PI675830B,(__u t__ng _i_ ph__ng),
PI675821B,(__u t__ng _i_ ph__ng),
PI675813C,(__u t__ng _i_ ph__ng),
PI675835C,(__u t__ng _i_ ph__ng),
PI675805B,(__u t__ng __a ph__ng),
PI675798B,(__u t__ng __a ph__ng),
PI675808B,(__u t__ng __a ph__ng),
PI675810B,(__u t__ng __a ph__ng),
PI675792B,(__u t__ng __a ph__ng),
PI675801B,(__u t__ng __a ph__ng),
PI675791B,(__u t__ng __a ph__ng),
PI675803B,(__u t__ng __a ph__ng),
PI605805B,(Dau tuong mat vang),
PI605806B,(Dau tuong mat vang),
PI675768B,(__u t__ng m__ng chà),
PI605899B,(Dau tuong song ma),
PI675769B,(__u t__ng Sông mã),
PI675764B,(__u t__ng vàng),
PI675763B,(__u t__ng xanh),
PI594763B,(De bao qing),
PI567214B,(Demetra),
PI438442B,(Desma),
PI675985B,(DH 2-28),
PI675985C,(DH 2-28),
PI675985D,(DH 2-28),
PI567488B,(Di liu huang dou No. 2),
PI567488C,(Di liu huang dou No. 2),
PI605909B,(Dian feng No. 1,
PI605909C,(Dian feng No. 1),
PI603487B,(Diao ya dou),
PI603487C,(Diao ya dou),
PI605853B,(Do trui),
PI605853C,(Do trui),
PI323586B,(Dobrageana),
PI323586C,(Dobrageana),
PI378660B,(Dobrudzanka elita),
PI437251B,(Dobruzanca 18),
PI437260B,(Dobruzanca 629),
PI437261B,(Dobruzanca 700),
PI437261C,(Dobruzanca 700),
PI437261D,(Dobruzanca 700),
PI437265B,(Dobruzanca D),
PI437265C,(Dobruzanca D),
PI437265D,(Dobruzanca D),
PI361061B,(Domaca Verusic),
PI578328B,(Dona Flor 58),
PI578328C,(Dona Flor 58),
PI587978B,(Dong dou),
PI603363B,(Dong feng jin yuan),
PI606390B,(Dong ha),
PI603687B,(Dong hai bai guo),
PI603673B,(Dong hai bai ta me jia cao),
PI603673C,(Dong hai bai ta me jia cao),
PI603673D,(Dong hai bai ta me jia cao),
PI603673E,(Dong hai bai ta me jia cao),
PI603673F,(Dong hai bai ta me jia cao),
PI603673G,(Dong hai bai ta me jia cao),
PI442003B,(Dong Nong 43),
PI339863B,(Dongsan No. 6),
PI445794B,(Dornburger Stamm 106),
PI587892B,(Dou qing),
PI587892C,(Dou qing),
PI675847B,(DT2008),
PI587854B,(Duan jia ai jiao huang),
PI407658B,(Dun haj czu ja czao),
PI407658C,(Dun haj czu ja czao),
PI407659B,(Dun haj hun mao czi),
PI437594B,(Dun-haj-sy-tszjao),
PI437597B,(Dun-nun-55-6012),
PI437597C,(Dun-nun-55-6012),
PI437598B,(Dun-nyn 50-6931),
PI445829B,(Dunayka),
PI639546B,(DV 2410),
PI437088B,(DV-147),
PI437847B,(DV-1532),
PI437848B,(DV-1746),
PI437837B,(DV-212),
PI437330B,(DV-2336),
PI437851B,(DV-2369/2),
PI437336B,(DV-2411),
PI437853B,(DV-2679),
PI437856B,(DV-2737),
PI437605B,(DV-2776),
PI437605C,(DV-2776),
PI437609B,(DV-2780),
PI437610B,(DV-2782),
PI437611B,(DV-2783),
PI437857B,(DV-2784),
PI437857C,(DV-2784),
PI437614B,(DV-2787),
PI437615B,(DV-2788),
PI437615C,(DV-2788),
PI437621B,(DV-2796),
PI437622B,(DV-2798),
PI437630B,(DV-2810),
PI437630C,(DV-2810),
PI437630D,(DV-2810),
PI437632B,(DV-2812),
PI437633B,(DV-2814),
PI437633C,(DV-2814),
PI437633D,(DV-2814),
PI437635B,(DV-2816),
PI437635C,(DV-2816),
PI437635D,(DV-2816),
PI437635E,(DV-2816),
PI437636B,(DV-2817),
PI437640B,(DV-2821),
PI437641B,(DV-2822),
PI437643B,(DV-2825),
PI437645B,(DV-2827),
PI437646B,(DV-2828),
PI437648B,(DV-2830),
PI437649B,(DV-2831),
PI437650B,(DV-2832),
PI437651B,(DV-2833),
PI437860B,(DV-2836),
PI437863B,(DV-2841),
PI437864B,(DV-2842),
PI437867B,(DV-2848),
PI437339B,(DV-2996),
PI437339C,(DV-2996),
PI437839B,(DV-900),
PI437840B,(DV-901),
PI437843B,(DV-905),
PI437844B,(DV-909),
PI437845B,(DV-910),
PI437845C,(DV-910),
PI437845D,(DV-910),
PI437340B,(DVIZ 1477),
PI437340C,(DVIZ 1477),
PI437145B,(DVIZ-13-563),
PI587712B,(E dou No. 1),
PI587825B,(E huang 13),
PI84673-1,(E-1),
PI84683A,(E-15),
PI341256B,(E-32),
PI341256C,(E-32),
PI342435B,(Early Akita Yellow),
PI438490B,(Ebony),
PI567189B,(Ekhabac),
PI634883,(Elf),
PI437875B,(Elita 691),
PI437877B,(Elita 694),
PI437877C,(Elita 694),
PI437878B,(Elita 695),
PI437882B,(Elita 707),
PI437886B,(Elita 716),
PI437887B,(Elita 717),
PI437887C,(Elita 717),
PI437888B,(Elita 718),
PI437890B,(Elita 729),
PI437895B,(Elita 745),
PI437895C,(Elita 745),
PI437902B,(Elita 764),
PI437902C,(Elita 764),
PI437902D,(Elita 764),
PI587820B,(En shi ji dan huang),
PI603719B,(Eng xi liu yue huang (xiao)),
PI603719C,(Eng xi liu yue huang (xiao)),
PI567535B,(Er bai guo),
PI567489B,(Er da li huang dou),
PI567433B,(Er e dan),
PI567491B,(Er huang yang),
PI594801B,(Er huang zao dou),
PI437270B,(Errj 424),
PI361062B,(F. 55-39),
PI361066B,(F. 56-17),
PI361065B,(F. 56-7),
PI347540B,(F59-244),
PI347540C,(F59-244),
PI574476B,(Fen dou 16),
PI574476C,(Fen dou 16),
PI407708B,(Feng shou No. 10),
PI587887B,(Feng wo dou),
PI587887C,(Feng wo dou),
PI567738B,(Feng xian niu mao huang),
PI578488B,(Feng xian sui dao huang),
PI567739B,(Feng xian sun lou mei guo qing),
PI603678B,(Feng xian xiao huang dou),
PI438475B,(Fiskeby 840-2-7),
PI161431B,(Fiskeby II (14-4-3)),
PI360955B,(Fiskeby V),
PI445801B,(Fruhe Gelbe),
PI532462B,(Fu 51),
PI458508B,(Fu Shou),
PI578401B,(Fu shou),
PI578401C,(Fu shou),
PI578401D,(Fu shou),
PI594770B,(Fu sui chang ping hei dou),
PI567696B,(Fu yang (15)),
PI567696C,(Fu yang (15)),
PI567698B,(Fu yang (17)),
PI567702B,(Fu yang (21)),
PI567706B,(Fu yang (25)),
PI567711B,(Fu yang (33)),
PI567713B,(Fu yang (36)),
PI567713C,(Fu yang (36)),
PI567713D,(Fu yang (36)),
PI567713E,(Fu yang (36)),
PI567716B,(Fu yang (39)),
PI567717B,(Fu yang (40)),
PI567717C,(Fu yang (40)),
PI567720B,(Fu yang (44)),
PI567688B,(Fu yang (5)),
PI567727B,(Fu yang (51)),
PI467318B,(Fu-shou),
PI423987B,(Fujimusume),
PI416868B,(Fukken daizu),
PI416874B,(Fusanari 1),
PI416873B,(Fusanari daizu),
PI416873C,(Fusanari daizu),
PI404173B,(Fyn sen baj pi),
PI561292B,(G10134),
PI587966B,(Gan gu huang No. 2),
PI587966C,(Gan gu huang No. 2),
PI587966D,(Gan gu huang No. 2),
PI567742B,(Gan yu hong mao you),
PI597427B,(Gang 84-62-19),
PI597430B,(Gang 8774-1),
PI603668B,(Gao qiao he dou No. 1),
PI588023B,(Gao shan huang dou),
PI639633B,(GARMONIYA),
PI361071B,(Gaterslebener St. 7),
PI361071C,(Gaterslebener St. 7),
PI594170B,(Geden shirazu),
PI437132B,(Gibrid ASS 15),
PI416880B,(Gifu wase senshutsu),
PI594172B,(Gogaku),
PI594172C,(Gogaku),
PI423960B,(Gokudaizu),
PI464889B,(Gong di 685),
PI464889C,(Gong di 685),
PI464890B,(Gong di No. 2019),
PI464891B,(Gong di No. 2022),
PI464891C,(Gong di No. 2022),
PI578409B,(Gong jiao 5919-1),
PI532444B,(Gong peng mo shi dou),
PI567618B,(Gong xian huang dou),
PI458825B,(Gongjiao 7128-1),
PI437311B,(Gorscaja 384),
PI437306B,(Gorscaja 39),
PI594760B,(Gou jiao huang dou),
PI91732-2,(Grade No. 2),
PI438319B,(Grignon 15),
PI587721B,(Gu cheng huang dou),
PI587721C,(Gu cheng huang dou),
PI587723B,(Gu cheng mian yang wei),
PI567538B,(Gu li hun),
PI567540B,(Gu li hun),
PI594716B,(Guang dou),
PI594448B,(Guang han hei dou),
PI594439B,(Guang han liu yue huang),
PI594430B,(Guang qian qing dou),
PI594430C,(Guang qian qing dou),
PI594430D,(Guang qian qing dou),
PI594430E,(Guang qian qing dou),
PI567620B,(Guang shan tian e dan),
PI567541B,(Gun li huang),
PI567541C,(Gun li huang),
PI437661B,(Gun'-lin'685),
PI437105B,(Gunczulinskaja),
PI437105C,(Gunczulinskaja),
PI437105D,(Gunczulinskaja),
PI603343B,(Guo yu 98-2),
PI578417B,(Guo yu B4),
PI578419B,(Guo yu B6),
PI605861B,(H 10),
PI632661B,(H 3),
PI632663B,(H 5),
PI675950B,"(Hà Qu_ng, Thúa Nà, L_ng N_m)",
PI549051B,(Haborovskaja),
PI416894B,(Hachira daizu),
PI416894C,(Hachira daizu),
PI416894D,(Hachira daizu),
PI506711B,(Hadaka daizu),
PI587597B,(Hai an ci yu dou No. 1),
PI587597C,(Hai an ci yu dou No. 1),
PI587596B,(Hai an wu zui dou jia No. 2),
PI587596C,(Hai an wu zui dou jia No. 2),
PI574478B,(Hai jiao zhao),
PI574478C,(Hai jiao zhao),
PI603382B,(Hai long feng di huang),
PI587607B,(Hai men bai mao jia),
PI587627B,(Hai men guan qing dou),
PI587627C,(Hai men guan qing dou),
PI587608B,(Hai men jie jie si),
PI587608C,(Hai men jie jie si),
PI416904B,(Hakubi),
PI416904C,(Hakubi),
PI549057B,(Hakucho),
PI587839B,(Han chuan fen qing huang dou),
PI587839C,(Han chuan fen qing huang dou),
PI587757B,(Han chuan wu lu bai),
PI594442B,(Han yuan hong hua chi dou zi),
PI88490-2,(Haouben),
PI613558B,(Hapnong No. 1),
PI361077B,(Harbinskaia 3871),
PI507679B,(Harkovcanka),
PI606397B,(Hat nho duc trong),
PI615510B,(Hat to 2 vu te nau),
PI615510C,(Hat to 2 vu te nau),
PI532463B,(He bei No. 1),
PI612714B,(He feng 1538),
PI578428B,(He feng 16),
PI612713B,(He feng 910),
PI458826B,(He Feng No. 23),
PI532436B,(He feng No. 6),
PI567157B,(He jiao 11),
PI567156B,(He jiao No. 8),
PI578432B,(He jiao No. 8),
PI567159B,(He long da dou),
PI567543B,(He nan chun),
